#node1	node2
P42224	Q13287
P17612	Q8WXS5
P04350	Q99558
P10276	Q05516
Q99728	Q9UKY1
P49662	Q9NZH6
P24928	P38398
O75815	P06753
P62910	Q9UNX3
P05412	Q92731
P32121	Q8NG92
O43390	Q15365
O00329	P01589
O75390	Q9NYJ8
P49757	Q99466
P32881	Q14627
P08173	Q9UK08
Q96SB8	Q9NXX6
O95400	P26368
Q96P70	Q9Y6K9
Q86YP4	Q8WXI9
P02679	Q6PD62
P36873	Q96BA8
P35244	Q9NSA3
P62714	Q9UBN1
P17612	P30307
P0CJ69	P25090
P15407	P27695
P02766	Q08345
O43567	P51965
O43318	Q13557
P04035	Q9UGJ0
P62993	Q92947
O96020	P46527
P12980	P18146
Q14653	Q9Y3R0
P16220	Q13535
P62081	P62837
P51784	Q14781
P11229	P61952
P36954	Q8N7H5
Q99877	Q9BY41
P18887	Q9NUW8
P51817	Q12791
O95793	Q13509
P31749	P42224
O75947	P18146
Q8TD90	Q99459
P37231	P63165
Q96N67	Q9HBH0
P62241	P62854
Q13158	Q14790
Q16531	Q5TAQ9
P28482	P51812
P41182	Q9P2L0
Q15038	Q8N1L9
P62140	Q13263
Q96AH8	Q9NY65
O14717	Q5UIP0
P46379	Q9NRR5
P60568	Q9UKT9
P01137	Q9BTC8
P27635	P30050
O95777	P37837
P01570	Q9HC73
P01100	P20823
P05452	P05783
P46783	P62081
P17676	Q10586
P23497	P45973
A8MTJ3	P59551
O43294	P37173
P25963	Q9P2K8
O60671	Q99615
Q13315	Q14517
P43403	Q9H4E7
O15182	O95229
P63104	Q04637
O95256	Q04206
P62136	Q13555
O60503	P27482
O15335	Q9UKX5
Q9NPG1	Q9UBV4
P19525	Q13217
O95831	Q04206
P42701	Q86WN2
Q14155	Q9P286
P17301	Q16787
Q8N392	Q96L33
O95382	P61981
P05026	Q5UIP0
P46531	P62979
P05556	P08195
O43684	Q9UJX2
Q02952	Q13315
P06239	Q8IWV1
P08603	Q03591
Q12824	Q8TAQ2
P15880	Q13368
Q16539	Q92905
P68371	Q9NRI5
O75751	P08047
O60563	Q03111
O15143	Q9Y6W5
P02787	P05546
Q92993	Q9NPF5
P26599	Q9BUJ2
P61764	Q13277
P09619	Q13442
O95139	P03915
P78537	Q6QNY0
Q08379	Q96HA1
O00459	P19174
O00422	O00571
P46821	Q9C0C7
O00303	Q9UQ88
O75116	P53671
Q15831	Q8N1F8
Q03113	Q9UP65
P48546	P63092
O95477	Q9HAP6
O95834	Q9UET6
P07900	Q96P20
P22681	Q99963
P35222	Q9H6I2
Q13287	Q14765
P04628	Q06710
P36897	Q96D21
P01019	Q01844
Q86W26	Q9UNN5
Q13748	Q3ZCM7
Q5UIP0	Q9Y2M5
O75618	P05783
O60566	Q99459
P48357	P52333
Q96ED9	Q9BVJ6
Q13868	Q9NPD3
P28070	Q9Y5K5
P56750	Q96B33
P15880	P38936
O14543	Q14186
O60331	P42768
O14818	P25788
P98164	Q9UKG1
P22694	P54289
Q12986	Q8IWZ8
P02647	Q9Y6X4
P21802	P29353
P62136	Q99759
P08700	Q8IU57
P19838	Q96T23
P29597	Q969M7
P24821	P56199
P06753	P56537
P29597	Q9NSE2
Q00653	Q13748
P38936	Q15834
P62979	Q96KM6
O14561	Q9NX14
Q00839	Q08211
Q15084	Q9Y4K3
P13232	P48357
P38484	Q04206
407051	Q9H9Z2
P43403	Q8IWV1
Q05193	Q9P2H0
P04637	P62380
P05231	Q9UHF4
P22455	Q9GZP0
O95639	Q9UKF6
O00459	P14616
P30305	P68400
P63096	Q8WYR1
P01241	Q08334
O95149	P45378
O95819	Q9UNE0
O00442	P62750
P63098	Q12834
O95819	P00367
P62993	Q9NR96
O95832	P56856
P35548	Q96T58
P08651	Q0D2J5
P59998	Q07890
P38484	Q9P0W0
Q71UM5	Q9UKV8
P08107	Q13077
O43439	Q01196
O00471	P62330
P16333	P55157
Q13153	Q9UBI6
P52298	Q09161
Q9GZQ8	Q9H2P0
P41279	Q04864
P11229	P50148
Q07890	Q14644
P35225	Q8N6P7
Q71U36	Q9BVJ7
P45983	P61586
P05386	Q5T3J3
P50454	Q9Y328
Q5VVX9	Q9BYE7
O00238	P36897
P43403	Q13191
A6NMZ7	P18827
P35580	P40424
P02768	Q9H6Z4
P32248	Q9H2A7
P13010	Q9H9Q4
P01570	P48357
P06493	Q9BZB8
O95967	P04637
P39656	P62330
Q13547	Q71UI9
P49721	Q9Y5K5
P14416	P62714
P60842	Q9H074
Q12913	Q13224
P22694	Q92736
O43896	P31946
P61077	Q96GF1
Q12772	Q6H8Q1
407008	P15976
P61952	Q13698
Q96EY1	Q9Y5J5
Q13042	Q15796
P04440	Q9NQC3
O15379	P28702
P07942	P24043
P33993	Q12905
P04406	P12004
O00555	Q9UBI6
O14640	Q9BTU6
Q93098	Q9UP38
P38936	Q9UHC7
P15882	P61586
407037	Q07820
Q7L591	Q8WV28
P04435	P09693
O00505	P13010
Q13573	Q9H0D6
P62140	Q13464
406947	Q9NYJ8
P53779	P99999
P51965	P98170
O43242	Q99460
Q12933	Q6ZVK8
P35609	Q9UBI6
P55345	Q9UM73
O43929	Q9UJX2
O43150	Q15811
O00238	Q96D21
O00213	P04626
Q13571	Q9HAU4
Q14683	Q92620
P00558	Q8TDR0
O14908	P12814
Q00005	Q13085
Q86X95	Q8N5F7
Q6WKZ4	Q96RG2
O00459	P14415
O00483	P03905
P13073	Q8IXH7
P37173	Q9UER7
O96001	Q13237
P61421	Q15475
P32246	Q16663
P56134	Q6PK04
P39019	P61247
P31751	Q92574
P31942	Q9Y6E0
P29400	Q8N5U6
Q8IUC4	Q9UET6
P41235	Q99967
P0CG47	Q9BXL7
O95402	P19387
P38405	Q8NGF0
Q13526	Q99708
P49336	Q9ULK4
P38936	Q9UMN6
P26368	Q86XP3
O75347	Q14164
P32121	Q8NH05
O00231	Q9Y3C7
P13807	P36873
P63261	Q8TF72
P08123	Q92769
Q16665	Q8N122
P13533	P61586
Q8TAP6	Q9Y467
O94907	P35222
P16220	P35453
P32418	P50993
P22415	Q92831
Q16557	Q96IP4
P10916	P68032
P38405	Q8NGD4
P60763	Q8N264
Q16611	Q9HD36
P01571	Q9HC73
P17480	Q9UBU8
Q07021	Q15139
Q6R327	Q9Y394
A8MTJ3	Q9NYW3
P25054	P52272
P16989	P25208
P18146	Q92769
Q96EP5	Q9H361
Q9UBQ5	Q9Y478
P62140	Q01449
P17535	Q8WYK2
P12931	Q07960
P25205	Q7L590
P22234	P63092
O43521	P35637
P19174	Q9H5I1
P12004	P27695
P49238	Q9UBD3
O00329	P55211
P84101	Q12873
Q9GZS1	Q9UHI6
O43719	Q13315
O43156	P78527
P62993	Q96RT1
P14784	P43405
Q03154	Q99614
Q15172	Q86US8
P61106	Q86TI0
P49354	Q12974
P29083	Q08050
P01111	P06756
P08138	Q9NP95
O43493	Q96CW1
Q92769	Q9BTC8
Q00597	Q8NB91
P68400	Q15257
P16234	P19174
O00254	P46108
P48729	Q9BT88
Q9BZI7	Q9Y5S9
P12268	Q9UBN6
Q13368	Q96RT1
P26651	P61981
Q14576	Q96PU8
Q16665	Q9NWT6
O75688	P05109
P50570	Q05193
O94921	P62258
P24530	P29992
Q99836	Q9NPH3
Q00005	Q96BD8
P51149	Q9BQE3
P0CG48	Q969F2
P18146	Q9Y4R7
P01106	Q7Z4Q2
Q14451	Q9H814
P54253	Q9NRR5
P50570	Q9Y5X1
Q13191	Q13261
P32927	P35225
P55157	Q9BYB0
O43264	Q9H900
P22626	Q9UBW7
P98095	Q12830
P61077	Q96BQ3
Q86UA6	Q8IVM0
P51681	Q15811
P04085	P17948
P19429	Q66LE6
O00231	Q13200
P0CG47	P49281
P12034	Q07889
Q08289	Q13554
P00519	Q9NYB9
Q09472	Q99081
P40763	Q07666
A6NIT4	Q13651
P51665	Q16401
P19387	Q5T3J3
P30154	Q14738
P28324	Q15759
P10600	P49746
P46783	Q9Y6K9
Q13191	Q8WV28
O14763	O75626
P51825	Q03111
P16885	Q05655
O14544	P31785
P48436	Q92793
O94972	Q96EZ8
P52333	Q14765
Q8IYB7	Q99689
Q01094	Q9NPJ4
O43422	Q13217
P62993	Q13177
P01566	Q99665
P43628	Q06124
O94979	Q9NR31
P14672	P54646
P78543	Q13310
Q99759	Q9UHV9
Q07890	Q53QZ3
P01375	Q00653
P06241	P07947
P01889	P02786
P18507	Q9NQX3
O14640	Q6P3W7
P05387	Q13233
O00548	P46531
P07948	P40259
O75486	Q9BRQ0
Q15714	Q6P4I2
O94941	P51668
P07858	P41222
P05771	P60709
P08151	Q9Y6M4
407042	P01106
Q15831	Q96L34
P16885	Q16566
O15530	P31749
P19525	P53778
P68431	Q8IXJ6
O14640	Q14344
Q13402	Q8WXG9
P62979	Q86VN1
P35626	Q8NHA4
P21675	P53350
O00425	Q9GZS1
P47914	P62888
P04899	Q9UP65
O43251	Q9P2R6
P00367	Q99558
Q14145	Q9H492
O60262	Q9H1C0
P01569	P19838
P16499	P35913
P01857	Q8WZ42
Q13315	Q5JTV8
O75582	Q99941
Q08AM6	Q92562
O00305	Q06190
P22607	Q9NR46
P42766	P46776
P17980	P62333
P80188	Q04206
P62140	Q13555
P09429	P10275
Q14686	Q6ZW49
Q13480	Q9GZY6
P38398	Q9NWV8
O14775	P48549
P42702	Q16619
O43609	P22681
P16220	Q86V59
P17096	Q13416
O14807	P20936
P23945	Q15329
Q13480	Q92529
P08123	Q9HCN6
O75165	P49841
O95782	Q06124
P19883	Q02156
P07900	Q05513
O00755	Q96HF1
406907	P04150
O15145	Q8WUW1
Q04637	Q14CS0
P05141	Q12933
Q9H171	Q9NRG4
O43347	P33240
O43186	Q8TC57
Q12955	Q13464
P16401	Q96HA7
Q13432	Q9Y383
P08648	P46109
P30519	Q96AW1
P35125	Q8N8A2
P37173	P62714
406899	P06400
P01730	P08195
O76099	P38405
P30086	Q9UKS6
P60709	P62760
Q07157	Q9P2M7
Q00975	Q02410
O15357	P00533
P28482	Q13555
P56545	Q96KM6
O14818	P25787
Q92730	Q9BZ29
P62273	P62701
P04746	P55259
P32927	P41159
O75251	P03905
Q92956	Q9UBX3
O75400	Q9P246
O15198	Q8IZ52
O00141	Q12778
P29992	P61073
O14641	Q9BXS5
Q96DF8	Q9Y6D9
P33176	P42262
P25025	P80162
O75694	P35658
P18124	P50914
Q8IVA1	Q8WW01
P02647	P07711
P01571	P48551
P35226	Q14781
A6NCV1	P32121
O15169	Q14134
P28676	P54253
P30154	Q05513
O95433	Q8IZD9
406933	P23468
O96019	Q86U86
P30450	Q07444
O75914	Q15746
P00519	Q9H2X0
P10276	P49788
Q01094	Q9UKY3
P16104	Q8N257
P09341	P49682
P16871	P51692
P02545	P18054
Q06432	Q14738
P43354	Q92793
O60716	P00533
P11217	Q9NZT1
P24534	P29692
O15392	Q15853
P40238	Q9P0W0
P19438	P42677
P39023	Q8N806
Q9H2G2	Q9NZV5
O60573	Q9BQ66
O00238	Q6P3X3
O14561	P03923
O14641	O14978
Q13387	Q96JG8
P46013	Q13185
406947	Q92833
O95182	P03915
P37231	Q16236
O76064	P51965
P20042	Q9NR50
P30048	Q8TAX7
Q07817	Q9Y243
Q8IUH3	Q99459
P08107	P13569
P09919	Q5VWK5
Q8N3U4	Q9UJ98
P62195	Q04637
O60266	P63211
Q9HAV4	Q9UBN6
P02671	P05783
Q15797	Q9BTE0
P60709	Q9ULG1
P10415	P55211
P60900	Q9Y478
O95777	Q9BV44
P13942	P56199
O00311	P33992
Q9BZJ6	Q9H2G2
Q9H2U1	Q9NPH0
O76039	P00519
Q08211	Q9NR30
O43307	Q14161
P98095	Q05084
O95727	P19838
P23497	Q9UKL3
Q92608	Q9HBH0
P61978	P98175
P60660	Q9UBS3
P55795	Q07955
P35222	Q13363
P18075	Q16671
O75909	Q8TAP6
Q13315	Q92793
Q8N187	Q8TAP4
P17301	P78509
P35354	Q16539
P38405	Q9H346
Q13164	Q8N122
Q13315	Q9H816
406881	P52926
P03891	P03897
P32121	Q8NGG5
P04049	P32121
P29353	Q13480
Q07817	Q96BY2
P14415	P48736
P51817	Q15361
P15018	P17181
P38405	Q8NGL4
O75807	Q96KM6
P25685	Q2TAZ0
P49821	Q01844
P46940	P63000
P35609	P63279
P17483	P22415
O60359	Q00005
P78537	Q6QNY1
O00716	O96019
P06213	Q9NSA1
P00492	Q9Y478
Q93079	Q96RL1
Q06546	Q16881
P12107	Q05397
P56645	Q9Y297
Q07869	Q86TX2
Q16531	Q9UPT9
P19438	Q8WXG6
Q969J5	Q9NYY1
P49207	P61513
406937	Q13951
P41146	Q13519
P00533	P29317
P09651	P52272
P61962	P84022
O43399	P55327
P43405	Q13177
Q13557	Q9UQM7
O95785	Q13526
P01563	Q08334
O60260	Q9Y6K9
Q14457	Q16254
P20340	Q96CN9
P49841	Q9H095
P12110	Q9UKX5
P62955	Q15173
P11802	Q9UJU6
O60260	P0DJD1
P27635	P62913
P49815	P53355
Q92769	Q9UBG7
Q04864	Q8WV28
P18031	P62745
P33240	Q12873
P00533	P17275
P52735	Q08881
P01106	Q9H8X9
Q13409	Q96NA2
Q9BQ15	Q9NRY2
P0C5Y9	P58876
P19404	P56181
O75478	Q15648
Q01344	Q9GZX6
Q15172	Q9UPR3
P62987	Q15078
O95750	P16234
O43439	Q06455
P25024	P34947
P51825	Q03164
P12956	P56182
P35222	Q96NW7
P62979	P63220
P31942	Q9BWF3
406899	P05067
P62195	Q9UBB9
P04899	Q92633
Q15714	Q8NEZ4
O43264	O43683
P01730	P01912
P22694	P30307
P68400	Q14978
O00255	P27694
P18077	P62424
P05129	Q9UNY4
P49418	Q9UQ16
O14745	P09619
P68431	Q8TEX9
P23508	Q14165
P11215	P48736
O60658	Q01201
P46976	Q96HA1
P13489	P38646
P63000	Q8IZD9
P08138	P48736
P52736	Q16659
O43318	Q04759
Q7Z5K2	Q8WVM7
P32121	Q8NGL3
Q9UBF9	Q9Y561
A1A4S6	P61586
Q9NWA0	Q9P086
P00519	Q9Y6N7
P82664	Q9Y5J5
P00533	Q05655
P49790	Q8IY92
P01106	P36542
P20226	Q92994
P35638	Q15759
P78412	Q13526
P16220	Q969X5
O95500	P56747
Q13315	Q9Y4G8
Q13247	Q8IX12
P02760	P07858
Q13451	Q15831
P19438	Q03135
Q969G2	Q9UG01
O76024	Q99941
P02545	Q05513
Q6ZVK8	Q9BQ66
Q16513	Q9NRA0
P53778	Q16512
P78545	Q04206
P18084	P56539
P05423	P53803
Q7L4P6	Q93009
P16070	Q13009
P05556	Q6UVK1
P10914	Q14919
P04271	Q00987
P01243	Q15691
P21675	Q8WUM0
O43182	P84095
Q13554	Q14573
Q6IA17	Q9Y4K3
P62330	Q13393
O95865	Q9NYL2
P01106	Q9Y2Q9
P01023	Q92599
P42773	Q5UIP0
P14902	Q00978
Q12873	Q5T3J3
P83881	Q02543
P46109	P62993
Q13114	Q13490
P49841	Q13239
406906	Q9BYV9
O00217	O95139
O96019	P51531
O15145	P60709
P05997	P17301
A7MCY6	Q9H6S1
P12755	Q9BZK7
P05556	P46108
P20333	Q16531
Q9GZZ1	Q9Y4K3
P25398	P62979
O43143	P01106
O00141	O15530
P78527	Q9Y265
P51681	P51948
Q13042	Q96DE5
P09382	P57678
P01106	P62877
P53816	Q9NRR5
P52565	P55210
P30154	Q9NWZ3
P06400	P17542
Q16777	Q9UQL6
P54257	Q9P2H0
O95376	P51681
P15260	P50591
P17980	P48556
P31785	Q9NYY1
P29401	Q9H1Y0
Q99996	Q9NRG4
Q92629	Q96LD1
Q99759	Q9UNE7
P26599	P62993
O60244	Q9NVC6
P15104	Q14164
Q14258	Q9BYX4
Q6UXN9	Q96A08
P62993	P83731
P62333	Q14997
P28482	Q9UNK4
P39023	Q9Y5S2
P81172	Q9NP59
P24394	Q9HBE4
Q13315	Q9NV58
P21815	P26006
P36897	P62879
P84103	Q9Y490
P19838	Q99731
P35626	Q8NGK3
P10244	P62877
P06756	Q13797
Q06187	Q99755
Q06190	Q8IZS8
Q14197	Q9HCE1
O60504	O96006
Q14161	Q9Y2X7
P17655	Q05397
Q92636	Q9H0R8
O00144	Q93097
Q05639	Q9Y6K9
Q14CW9	Q9NRD5
P42336	Q9UK08
P28482	Q13362
O15197	P20936
O95257	Q9Y6R4
Q13007	Q13651
O00422	Q9UMX1
406884	P30304
P25116	Q9UBI6
Q14240	Q7L2H7
O00206	P12931
P55036	P62191
P08754	P49019
P61978	Q15717
P08754	Q9Y272
P31946	Q14469
P20333	P25705
A6NIT4	P16871
P05413	Q59H18
O00471	P11233
Q5UIP0	Q9H4M7
Q05513	Q9Y4K3
P60709	P62277
P08238	Q16543
P16070	Q9Y6N6
O95816	P19838
P02768	Q68DD2
P05771	Q68DD2
406892	Q8N122
O75937	Q08211
P43360	Q9BWH6
P27708	Q00653
P07910	P52597
Q6VMQ6	Q9GZX5
C9JDP6	Q9Y5I7
O95208	P35968
P56537	P62714
P03372	P36873
Q8NHZ8	Q9UJX3
P16104	P62805
Q14194	Q6P1K2
P63000	Q86UR1
P10914	P51610
P63279	Q99607
O43933	Q7Z412
P55199	Q9NQC3
P84022	Q05066
Q5VWQ8	Q99962
P50395	Q969Q5
P58876	Q9UPS6
Q13310	Q96DH6
O75159	P42224
O43663	P35900
P23528	Q15007
O00233	P48556
P42166	Q99459
O15520	P08138
Q99741	Q9H211
P62955	Q13555
P01374	P01375
Q14653	Q9UHD2
O95208	P17948
Q13007	Q9UHF4
P51668	Q9Y3C5
O43524	Q13315
Q9GZZ9	Q9NR46
O75529	Q9UPT9
Q13464	Q99816
O00716	P37231
P63104	Q99959
P62993	Q13285
P14784	Q16619
Q06609	Q92878
P35626	Q9H208
Q13485	Q8WUH2
P17844	P22681
P23258	Q04917
P53355	Q8IZJ1
P46527	Q12778
O95256	P63000
O14640	Q92995
P43405	Q9P126
Q8WUW1	Q96F07
P21860	P27701
P01106	Q96CT7
P40429	P42766
P14416	Q15173
P18621	P62750
P22626	Q13247
P45984	P52564
O75446	Q9UPN9
P98160	Q6VMQ6
P51817	Q08462
O00305	P51817
P54253	Q9P1W9
P15153	Q14185
Q14653	Q9HCK8
O43150	Q9UKS6
P17693	P26717
Q92481	Q99967
Q96HA8	Q99750
P61289	Q64LD2
Q15573	Q96EB6
P14672	Q15848
P99999	Q16539
P55211	Q13490
P01732	P01889
P31946	P49796
Q15287	Q9UL63
O00762	Q9UJX6
P61326	Q9BZI7
Q14691	Q9BRX5
Q13191	Q15149
P61964	Q6DRA6
O75400	Q8N3X1
P22694	Q7Z3S7
P05455	Q92956
Q15370	Q96BD6
P08254	P35625
O95136	P50148
O00329	O14610
P01570	Q13568
P41594	Q08209
O95990	Q8N6Y0
P35221	P63261
P19793	P49841
P04181	P60953
P15407	Q9P1Z2
P35626	Q8NH09
O00221	Q00653
P24941	Q14209
P52701	Q10586
P60709	Q7L2H7
P01106	P54578
O00623	P40855
Q08209	Q9UQC2
P15882	P62745
P32004	Q96CW1
P17540	Q13432
P13805	Q969Q1
O75175	Q9NZN8
Q02750	Q9Y6X8
P78371	Q99459
P14678	Q9Y3F4
P31751	Q70SY1
P30304	P50750
P23508	Q15056
P35626	Q8NGV6
P68431	Q13619
P23229	P26012
P62979	Q9UJY5
P13805	Q13136
Q8WW38	Q9NRR5
P11142	Q9NYJ8
P17535	P53539
P38159	P62633
Q6FI13	Q92769
O14980	P98177
Q15834	Q96M91
P04222	Q8IUC4
P52735	Q7Z3K3
P49427	P62979
P62837	Q9Y577
P63173	Q9Y3U8
P22681	Q14627
P67775	Q14738
P18146	P84243
O14646	O75376
P26651	Q16539
P15531	P54274
P12931	P19174
O75159	P15260
P12236	Q02156
P62877	Q9NYL2
O43586	P83881
P04629	P34130
Q15834	Q9NXE8
Q9NZ94	Q9ULB1
P11171	P61981
P12931	Q13796
P11215	P12931
O95816	Q15653
O95816	Q9GZX7
Q9C0K7	Q9Y376
Q12873	Q99728
Q9Y2I6	Q9Y6D9
P19838	P29460
O15455	Q13114
P48436	P51817
Q12933	Q99828
O43318	O75663
P0C869	Q7LDG7
P01138	P08069
O75469	P08684
P12980	P43146
P16871	Q99497
P49721	Q9BQ83
P02452	P06756
P54760	P98172
P14784	P32881
Q08211	Q13315
P08172	P63215
P35637	P67809
P29992	P34998
Q8NHZ8	Q9UJX6
P18146	Q9H3E2
O00238	P43026
O75367	Q8N257
Q9NYG5	Q9UJX4
P01111	Q9UK32
P61981	Q9NZQ3
P16435	Q7Z6M1
P00439	P52597
O95376	Q13315
P60953	P63261
Q8NFH4	Q8WUM0
P35575	P54646
P01106	Q9BYD6
P04350	P18858
O75593	P55316
Q13242	Q15366
P01889	P99999
Q8TB72	Q8WY41
P04626	P0CG48
O15169	P36873
Q5XKP0	Q9BRX2
P01889	Q9Y3A5
O75832	P17980
Q01831	Q13315
P27986	Q92558
Q13243	Q15287
P62854	Q96BK5
P30101	P56817
P62140	Q6UN15
P56715	Q9GZT8
P01308	P16234
P48382	P61018
P62993	Q92953
P13805	Q92993
Q8IZC7	Q99750
P06746	P09429
O60825	Q16254
P00403	P19838
P49901	Q9BQ66
O43175	P20333
O60733	P35354
P02768	Q86YC2
P62269	P62847
Q15306	Q9H4E7
P17844	Q14164
P24864	Q9NX02
O60921	Q99638
Q14627	Q86WN2
P14867	Q9NQX3
P67870	Q9NRC8
P62993	Q9Y2Q3
P01106	Q96HA1
P61586	Q96A32
Q8TD84	Q8TDG2
O75691	Q9Y6K9
Q5T0N5	Q9Y4D1
P13987	Q04695
P60953	Q9NZN5
P01571	Q13651
O43900	P46108
O75150	Q09161
P01241	P30084
P49915	Q14164
P18848	Q9GZQ8
P42575	Q7Z5J4
P35527	Q8TDR0
P19012	Q9GZT8
Q15287	Q9UQ88
P51571	Q15714
P21453	Q03135
554213	Q15329
P23508	P48730
P0C1Z6	Q9H981
P68400	Q15653
P18146	Q15329
P13637	Q13237
P49407	Q15208
P19438	Q96BY2
P49716	Q14739
P49841	Q9P1Y5
P10828	Q13554
P25929	P63096
Q99689	Q9P2H0
O00238	Q8TAI7
P63151	Q9NY47
P11802	P18146
P06241	Q9HCN6
P27824	Q9HAU4
P06746	Q99638
P10600	P37173
P19320	P42336
O95208	Q15303
P13569	Q7LBE3
P01241	Q01469
P09104	Q9BTE0
P41227	Q96HA1
P26368	Q15366
P01241	P06748
O95819	P49642
P35626	Q9NZP2
Q92900	Q9H1J1
P62258	Q9GZV5
P61586	Q9NRY4
P63244	Q13885
P62899	P62910
P07384	Q15078
P08173	P63218
P09769	Q05397
Q9Y2W1	Q9Y4K3
Q15365	Q9Y2W2
P04626	Q8WV28
Q8IY92	Q9NWU2
O75807	Q92574
P27361	Q13873
P60484	Q5TCQ9
O75506	Q00613
P84022	Q9UJ37
P62140	Q9C0J8
406913	P15036
P08559	P10515
P30291	Q58FF6
P11388	Q13535
P04279	Q02383
Q15750	Q9NWZ3
P51668	Q8TDB6
P11229	P62873
P49137	Q00613
Q13042	Q9UJX6
O75376	Q86Y13
O15524	P20936
Q86V81	Q9UBU9
P01236	Q99665
P61604	Q9UBN6
P28482	P98177
Q96A08	Q9UPS6
Q15746	Q9BUA6
O15239	P03905
P01137	Q09028
Q15831	Q86V24
Q13155	Q9Y2F5
P41279	Q02750
O15230	P17301
P35568	Q05513
Q15654	Q99469
P30153	Q13188
P05161	Q09472
O95180	Q14957
P05129	P45985
O43597	Q8IW50
P40227	Q9GZX7
O60861	Q14457
O43312	P23468
P51817	Q96D31
P09651	P48634
P15311	P63261
P29597	P31785
O75448	P28702
O43639	P52799
P16220	Q9BX63
Q86US8	Q92900
P04233	Q6ICR9
P17066	P45984
P06730	Q14103
P25054	P63010
P22460	P35609
O14904	Q9UP38
O43920	Q16718
P01889	Q96AH8
P04141	P51532
P63261	Q01449
Q9P2S5	Q9UBB4
Q16665	Q9Y3V2
P20226	Q14919
P26992	Q96RY5
P0C5Z0	Q13547
407011	P08581
P04083	Q9UNN5
P34947	P51677
P05783	P62993
O14602	O15371
P00533	Q01094
O95396	O96033
P06899	P0C5Z0
P23945	Q5JWF2
O14775	P45983
O60262	P08754
P07202	Q01113
P46060	P61956
P26992	P29350
Q969S8	Q9BTM1
P01112	P04899
P18124	P62829
P05771	Q5SW24
P09467	P56134
406954	P84022
P32121	Q9H422
P01106	P55036
O60729	Q9UJX3
Q12830	Q71DI3
P78324	Q9C040
Q13573	Q9HAU5
P46527	P51946
Q01344	Q86WN2
O43242	Q15008
Q8N257	Q9BTM1
P16885	Q86XP0
P25787	P29372
P22612	Q01118
O15255	P00519
P01137	Q14392
O43172	Q9Y333
Q9UI95	Q9UM13
Q13509	Q16637
P49639	Q99750
Q13573	Q9NPJ6
P12830	P21980
P32969	P62750
Q13043	Q8WWW0
P62266	P62753
O00548	Q04721
P02741	P35222
P30533	P55854
P27361	Q70SY1
P0CG48	P62837
Q13042	Q9UI95
O00308	P51170
P01236	P40238
O95999	Q14289
P08311	Q16663
O15530	P08575
P25024	P55773
P46940	Q13191
P30304	Q14209
P54619	Q7RTN6
Q15013	Q92993
O60814	Q99878
P13569	Q99942
O43353	P63261
O00159	Q9HC98
Q7Z6B7	Q9HBH0
O14879	P09913
P27824	P30101
P19634	P31946
Q15843	Q9BT78
P55273	Q9HA65
O94864	Q8NEM7
P22415	Q15545
P01236	P23458
P31785	P60568
Q14683	Q99459
Q01201	Q92499
P21452	P50148
O15553	Q04206
P85299	Q8WWY3
O15111	O15530
Q13435	Q70Z53
O75044	P48023
Q13145	Q92997
P62750	P83731
O00622	P01106
Q52LR7	Q9Y230
P11487	P21802
O15085	Q7L0Q8
P08138	Q9NQ66
Q9NQC3	Q9NZ81
P25054	Q9UPN3
P10275	P43694
P01570	P26992
Q16594	Q9Y6J9
Q6UY14	Q9BQ66
O14492	Q16288
Q96AQ6	Q9NRR5
Q712K3	Q9ULV8
Q9UKE5	Q9Y3B4
P51159	P68104
P35221	Q8TEW0
P40337	Q04941
P62158	Q13233
P68032	Q9Y281
P01106	P49720
P18146	Q13478
P04075	P27540
Q71F23	Q9HCK4
P17252	Q6R327
P10826	Q15796
P27482	P54750
P06241	P11137
P54253	Q8NEA9
P05129	P50150
P15407	P53779
P51610	Q9ULM3
O94972	Q9H5Z6
O14640	P15153
P35749	P62736
O95685	P27482
Q96A08	Q9UBL3
P46531	Q9Y644
O76099	P32121
Q13145	Q9H461
P21815	P53708
Q16566	Q8NFM4
Q01196	Q9H2X6
Q15648	Q9NX70
O43390	Q13247
P01106	Q13126
P10586	Q92529
O95696	P08670
P63151	Q7Z3S7
P01589	Q8IU54
Q8IZL2	Q92793
O14981	Q13573
O95425	P13569
P78559	Q9NRI5
Q16625	Q96B33
Q86WV6	Q8TCT9
Q13557	Q8WXS5
P13569	Q8WWM7
P00367	P01106
P05387	P62987
P22612	Q09428
P27482	Q86YV6
P50053	Q13418
Q99594	Q9GZV5
P62745	P85298
Q9BQY4	Q9BUX1
P43403	Q13239
Q969T4	Q96EP1
P63104	Q8WXG6
P0C0S8	P33778
P05120	Q14653
P30281	Q96EV8
Q86X83	Q8N668
O95425	P20929
Q13387	Q16584
O95477	Q9NZN5
A4D0S4	P26012
Q15046	Q92844
P24928	P50613
Q16659	Q99767
Q13547	Q13573
Q01094	Q06609
Q13936	Q15173
P01567	P24394
O14920	P12931
Q13885	Q9Y6G9
P42684	Q9H204
P31151	Q96S59
P68036	Q9NPC3
P00533	P08253
P49411	Q9Y4K3
Q8WVD3	Q96B02
P52333	Q13651
Q96B02	Q96GF1
Q06124	Q6WCQ1
O14522	P62993
5512	Q9UQK1
P56880	Q16625
P62266	Q13233
Q7Z2E3	Q8IWY9
Q06265	Q9Y2L1
P12931	Q14008
P26373	P61313
O14757	Q13535
406906	P04075
P00533	Q13740
P25205	Q16659
