#node1	node2
O60238	P32456
P05412	Q53GL0
P05106	Q13751
P05023	Q9UNH7
O95396	Q9Y697
O60739	P39019
O43295	Q9HCK4
Q9NPD8	Q9NX47
P14317	Q92918
Q15024	Q8WVN8
P05093	P58012
O60331	P19022
Q9UBB4	Q9Y2Q3
O95997	P25054
P08754	P51681
Q13233	Q92918
P50151	Q00975
P30411	P63096
O95819	P38646
P13010	Q10586
P08637	P46109
P58876	Q969S8
O75478	Q16531
O75496	Q96GD3
O60262	Q13972
P52333	Q06124
Q01082	Q8NG27
P13497	P43629
P36575	Q93091
P04632	Q9C099
Q96F07	Q9NYB9
Q14197	Q9UDR5
P68104	Q9NPD3
Q99961	Q9UQ16
P0C5Y9	P58876
Q969S8	Q99879
P35998	P48556
O95782	P09497
Q9BRX9	Q9Y3C6
P35609	Q9Y561
P50150	Q8TCU6
P28702	Q92793
P10415	P31751
Q14493	Q8IV48
P18621	Q9UNX3
Q00653	Q13114
Q08211	Q9HA38
P36894	Q6KF10
Q14671	Q15797
P07948	P40259
P08887	Q9UHD0
P35626	Q8NH79
Q13573	Q9H6S0
Q96LZ3	Q9H1A4
P16403	Q13185
Q9HAU4	Q9Y3C5
Q96QZ7	Q9Y4G8
P01111	Q92569
P27986	Q8IZP0
Q8NEZ4	Q9C005
P40123	P62258
P02768	Q13009
Q5VVX9	Q9ULK6
Q05655	Q8TAA9
P55268	Q9HAU0
P52907	Q99759
P36897	P51153
A7MCY6	Q709F0
O14757	O95997
P43116	P84996
P51003	Q05519
P63279	Q01826
P21964	Q15645
Q13568	Q7Z434
P08514	P12107
A6NIT4	P40189
O95373	Q9Y6K9
Q93079	Q9UBN7
P68431	Q12962
P48023	P98177
P57059	P63104
P62269	Q00653
O95831	Q8NC60
P14867	P60520
P13501	P17676
A0JLT2	Q8TEX9
O00217	P03905
P46778	P61254
Q8NBM4	Q8WWI1
P03372	Q00987
P11021	Q9UBS4
Q13535	Q9P0K8
P62244	Q13838
P04183	P16278
Q9H1R3	Q9P286
O75940	Q9NQ55
P62424	Q9UKV8
O75815	P06753
P05997	P08648
P28562	Q13616
O15126	O95674
P62070	Q15283
O14576	Q13509
Q9BUJ2	Q9BWF3
Q6UY14	Q9ULA0
P05771	P59768
P63146	Q5T4S7
O14544	P15260
Q16666	Q86WV6
P47900	P50148
P10275	Q15797
P04632	Q00535
P12034	P35916
P45983	Q9UBI6
Q13526	Q9GZT6
P49841	Q9NRG4
P62993	Q14008
P13498	Q15080
O00291	P63010
O60729	Q8IXJ6
P27348	Q7Z401
Q15560	Q96BT3
Q96SB8	Q9UM73
P43119	P84996
Q68DD2	Q7LDG7
Q08170	Q15287
P30086	Q9Y4K3
C9JDP6	O75508
P01584	P42224
P19793	Q6P2C8
O00232	Q9Y5K5
P19838	P78527
P46782	P60866
O95685	P15735
P61088	Q14164
O43639	Q96L33
Q12905	Q99459
O43541	Q9HAU4
O95433	P21333
P24941	P68400
Q14197	Q96BP2
Q13151	Q16629
P46379	Q96IP4
P11940	Q14106
Q96JB5	Q9NRH3
O14641	Q96BR9
O00422	P61247
P63208	Q8TCJ0
O14950	P63261
P06702	P15153
P63096	Q9P2W3
Q99759	Q9NYL9
O15239	Q86Y39
P14784	Q9UHD0
Q96DE5	Q9UJX4
P61224	Q9UKW4
Q9NP71	Q9UGI9
P35626	Q8NH64
Q5JWF2	Q9UK08
O43739	Q9P1Z2
P15170	P62330
O60333	Q7Z460
O15550	Q9C005
P63000	Q05397
P61962	Q9H2X6
P26006	Q9UKX5
P27482	Q13557
Q9HCU4	Q9NWK9
O43255	P15498
O14908	P51571
P38936	Q96DB2
406984	Q9P2R6
P14649	Q15746
P21246	P42224
P22694	Q08462
P16157	Q14573
O00459	P62745
O14757	Q13490
O60674	P14784
P11532	Q01484
Q3YEC7	Q99750
O94761	P27695
P24539	P56134
Q9UHR5	Q9UHX1
Q16778	Q9P0M6
O14640	Q2TBC4
P16871	Q04206
Q15291	Q96A08
P34932	Q9UL15
O75159	P26951
O15524	P04626
P0C5Y9	Q9UKV0
P63267	Q07157
P78314	Q96B97
P01112	P19174
P63104	Q8N122
P46531	Q13616
9757	P61964
Q08945	Q15843
P16949	Q99828
P07197	Q13315
Q7L591	Q92835
Q8N9I9	Q969T4
O95373	Q99459
P63096	Q13936
P62987	Q13155
Q969D9	Q9HBE5
O14717	Q9BVJ6
P52737	Q99750
P19838	Q9NYJ8
P04439	P26715
Q15714	Q9HAV4
P16220	Q96M60
P09651	Q9BUJ2
P78527	Q12905
P31749	Q05513
P12931	P35222
P12757	Q9NQ87
P17987	Q13489
P26368	P98175
Q16526	Q9Y478
O00231	P35998
O76064	Q8IYW5
P06213	Q01970
Q9Y265	Q9Y4A5
O14933	Q9Y3C5
Q04917	Q9BZL6
O00422	Q9UGY1
Q96RT7	Q9BQE3
P07585	P10600
P18545	P35913
O00505	P38432
Q13554	Q8NFM4
P31942	Q9BUJ2
P0C0S5	Q92769
P25963	P51617
P27361	Q07889
P60953	Q8IWW6
O14544	P14784
P51965	Q5VTB9
P41586	Q9P2W3
P59768	Q9H1C0
Q15843	Q9BY44
P49368	Q9H7D0
Q13315	Q96M86
P48059	Q9NPH0
O95782	Q9BQG1
P51617	Q96A33
P42338	Q13733
P52429	Q01105
Q15796	Q9NRL2
P49790	Q96HA1
406991	O43597
O00459	O60262
Q8N474	Q9H461
P52272	P67809
P08238	P63104
Q8NHZ7	Q9UBB5
Q04206	Q96AZ6
P35637	Q13242
P07237	Q9H3N1
P14635	P53350
O15263	P05204
P17301	Q08043
Q13042	Q9UNH5
P01116	P62158
P62993	Q01082
Q8TEE9	Q96ST3
P62745	Q9BZ29
Q969G3	Q9UKL0
P62316	Q15149
O14920	Q9Y6Q9
Q13137	Q15906
P01225	P43116
P16333	Q15027
P35241	Q14164
P51681	Q9Y6G3
406891	P01116
P09038	P35968
P26012	P49746
Q13523	Q9H1D9
O75251	Q9NX14
O96019	Q9UPN9
O00425	Q9UHX1
O15372	Q7L2H7
P07910	Q13247
Q15365	Q16629
O60568	Q13535
P17181	P29459
Q13546	Q96CV9
O75365	Q9NU22
P17081	Q9UKI2
P18621	P83881
P62487	Q8WVC0
P21802	Q9H4P4
O95294	P01112
P01871	P12018
O15379	Q96ST3
P21860	Q6S5L8
P14555	P50148
O95182	O96000
P12643	Q12841
P63151	Q9Y243
Q12841	Q13705
P06241	P54829
P67775	Q02750
P35626	Q8NGK3
P51685	Q16627
P06213	Q9NRF2
Q03164	Q9H7Z6
O75197	Q92837
P29401	P60520
O60925	P55854
P27986	Q13094
Q9GZS3	Q9HCE7
P62877	Q9NQR1
P30679	P43115
O00505	Q9Y466
P57086	Q9P0L1
P23258	Q99459
P51878	Q9ULZ3
P53618	Q8NFJ8
O15162	Q9NVZ3
P63279	Q9Y4E5
O14610	P22612
O15182	Q6UVJ0
P01871	Q9Y6K9
P06213	Q14449
Q99909	Q9Y2D8
Q13085	Q13418
P51617	Q9H1C4
P35222	P84022
O15230	P46109
Q8IUC6	Q9Y3B3
P54727	Q96IG2
Q13315	Q13464
O94818	P56545
P06493	P15927
P61247	Q9Y6K9
P01106	Q9BV20
O95388	Q9NYU2
P32246	Q9Y4X3
Q13233	Q3ZCM7
P08238	P49327
Q02846	Q9H2G2
P08107	Q04864
O75569	P29353
P26006	P49023
Q96A65	Q99459
P22626	P62993
P08514	P12110
P26358	P48552
P11171	Q96QB1
P62805	Q13547
P54105	P62314
P35244	Q13472
O60346	P12830
O15355	P30533
P18084	P48357
P22392	P33176
P02671	P05783
Q13535	Q14683
P53350	Q14566
P15927	Q5UIP0
P51784	Q9BXW4
P62807	Q9UQL6
P00797	Q96SI1
P09467	Q63HM2
Q3ZCM7	Q9NY65
P31749	Q86V81
Q9H9Q2	Q9UBW8
Q96DX5	Q9NWT6
Q96EK6	Q9P2G9
O60500	Q9NP85
P15692	P15884
P41182	Q13526
O95402	Q9P086
O00238	Q16539
P35544	P62701
Q01718	Q8TCY5
O95819	P27635
P06241	P42336
P07948	P42261
P05556	P51636
P07550	P84996
Q8TES7	Q9BQY4
P40337	Q99417
O43295	Q9H4E5
P03956	P18847
Q96EU7	Q9NS00
A8K8P3	Q99750
Q14457	Q9Y371
P11021	Q01201
P33993	Q14209
5512	P36873
P38405	Q8NH43
P42336	Q08881
Q15475	Q96NX9
O14640	P60763
P02792	P02794
O43318	Q9HC29
P0CG48	Q9UK53
O15530	P12956
A6NHL2	Q96RT7
O00587	P46531
P19532	Q96KN7
P63104	Q6Y7W6
P82675	Q9NY93
P20333	P51813
P18146	P31152
O15105	Q15796
P41743	Q92934
P55196	P63267
P31749	Q7Z6J0
P18848	Q6UUV9
P62906	P63104
P15260	P35228
Q08334	Q9NPF7
O00217	P03901
P62805	Q9NXR8
Q16576	Q99459
P10644	P35520
P62714	Q86XL3
P36578	P61254
Q13315	Q15172
P35626	Q8NGP2
P62633	Q9Y6M1
P16520	P28221
P0CG48	Q9Y4K3
P46527	P49815
P49757	Q8TBB1
O94806	Q9ULK5
O95837	P21452
Q15020	Q9UKV8
Q13153	Q99828
Q16543	Q9GZS1
A8TX70	P16144
Q16659	Q9UQ90
P07996	P53708
P05129	Q96BA8
Q9GZS1	Q9HC36
Q8N257	Q9P0U4
Q09028	Q96ST3
O00744	Q9H237
P01571	Q5VWK5
P49841	Q13469
P09012	Q99717
O15488	P46976
O15530	Q8WYR1
Q8NFP7	Q9NS23
P51817	Q03060
P05107	Q9Y3P9
P20340	P30480
P18146	Q5T5Y3
Q8IWX8	Q8TAD8
P00367	P01106
O95782	P05787
P01106	Q92609
Q00653	Q9BUF5
P35609	Q05586
O00273	Q9HC24
P11802	P84022
O15151	P62258
P45973	P60709
P35268	Q99558
P61254	P62424
O94817	Q9P031
P30480	P61513
O95619	Q9H2F5
P52198	Q9BRR9
P01579	Q01344
O75367	Q16778
P0C0S5	P0C1H6
P14649	Q6WCQ1
Q5VVX9	Q96K19
P08134	P85298
P18077	P62987
Q13535	Q8NFD5
O00182	Q8TDQ0
Q6FHJ7	Q9H461
P54136	Q00653
O14920	O14965
O14775	Q9HBW0
O95166	Q8TC07
O96013	Q9HBH0
O15552	P04899
O95793	P10636
Q2TAZ0	Q99615
P54725	Q13501
P11802	P16989
P17480	Q9Y4A5
P11171	Q16836
P07737	P18206
Q13191	Q8N6P7
P01876	P0CG04
Q15287	Q6P1X5
O43156	Q9Y4R8
O95863	P12830
P41221	Q9UP38
P25791	Q9NVW2
O14640	Q8N752
O14512	O60504
P62993	Q9Y4H2
A6NMZ7	P26012
P08648	P60709
Q00987	Q9Y243
P67809	Q07021
P31948	Q9Y572
P35908	P84022
P05019	P21802
P36405	Q8IWV7
Q9NRQ2	Q9NV56
P22607	P49763
P08670	P51693
P04629	Q99963
Q99835	Q9Y6C5
P27348	Q13748
O15287	Q9BTP7
Q10587	Q9NR55
Q00610	Q9BXW4
P05112	P14784
P36897	Q96D21
Q16891	Q8N2W9
P84101	Q8IXH7
P46109	P51692
Q09472	Q13489
P05000	P78552
407026	P39059
P01033	P24534
O43708	P00519
P23025	Q9HAW4
P11171	Q9NR31
Q8WW43	Q9Y219
P10636	Q13526
O15144	P60709
Q07889	Q9H4E5
O60732	P35269
P46937	Q9NRM7
Q96D42	Q9NRR5
P40429	P63173
O43353	P08670
O00141	P48048
P46937	P63104
P01106	Q13526
Q06323	Q13200
O75508	P56747
Q8WYJ6	Q9H0E2
P30153	Q15172
P06756	P25391
Q5QNW6	Q8IUE6
P19438	P27708
Q13291	Q92835
P07711	P19793
Q13233	Q9UPT6
O15239	P03901
P11021	Q9P0V3
Q9NUL3	Q9P2H0
P49841	Q9UHY1
O60888	P40337
Q6UX06	Q9P0J0
Q15436	Q99459
P04637	P35232
P28072	Q00987
P63104	Q02790
P02768	Q6ZMN7
P61925	P63167
P60866	Q9Y6K9
O14715	P63279
P04150	Q7L5N1
P25098	P62166
P61619	Q99608
407021	P60953
P00533	P42574
P15880	P62269
P08887	P32881
P06756	Q9NQ66
P21860	Q96J02
Q12933	Q14192
P49792	Q9Y4K3
Q14197	Q53R41
Q96B02	Q9UPQ4
O75626	P23497
Q12888	Q92547
P18754	Q6FI13
O15264	Q9BQI3
O00750	P63104
P08123	P08514
P36897	P49795
406900	Q16827
Q96AW1	Q9Y483
Q04206	Q9Y6Q6
Q10586	Q9Y265
Q14566	Q9UBU7
407021	Q9UBC3
P30153	P62955
P01567	P48551
P09471	P0C869
P0CG13	Q13541
P20020	P22612
O60814	Q9UBL3
Q13547	Q92769
O95471	Q96B33
P68366	Q96BD8
P19387	Q8WX92
P62979	Q29983
O00585	Q9NPB9
P07948	Q07666
P49321	Q9UBN7
P36897	Q9H5K3
O75251	Q9Y6M9
P62857	P62993
Q13573	Q96P11
P32121	Q8NGT2
P01106	Q13952
P42830	P51681
P13987	Q06124
P62330	Q14697
P35658	Q96HA1
O00459	Q9Y4H2
P33151	P35968
Q05209	Q05397
Q13347	Q9NX58
O75400	Q15911
O14512	Q14141
P27824	P38646
Q13105	Q92547
P17693	P43630
P18848	Q13557
P56945	P60953
O00459	Q13077
O00311	P25205
P08047	Q16665
Q9HC36	Q9Y478
P01106	Q14055
Q7L1V2	Q9P253
Q5UIP0	Q9NY59
P14927	P43358
P08833	Q9Y5J5
Q13813	Q14164
P13501	P27487
P10321	P10966
P01566	Q99650
O75694	P40337
O60566	P53350
Q12772	Q9UHC9
P27986	P29350
P42226	Q86WV6
O95257	Q9Y6R4
O75474	P49841
A8MTJ3	Q9NYW1
Q06190	Q8IZS8
P08670	Q9UGJ1
O15516	P10276
O14920	Q8NI38
P62837	Q9UKV5
P11387	Q92522
P08571	Q9NYK1
P07359	P27348
P04085	P07333
P04406	Q14653
Q04771	Q86SG6
Q9H1J5	Q9UP38
P62195	Q8WW24
Q06413	Q9UKV0
P0C1Z6	Q9Y230
O15264	P17275
P04908	Q7Z2G1
P01106	Q15329
O60315	Q7L5N1
P01031	P13671
P13804	P29372
Q9HAU4	Q9Y692
P04921	P11171
P18077	P83881
Q401N2	Q92973
O60674	Q9UM73
P15882	Q12789
P38919	Q9UKV8
P17948	Q92569
P01589	Q92569
O43765	Q13232
P02768	Q13315
723778	Q9UNL4
P09651	Q13243
P61587	Q96QB1
P49703	Q13432
P21802	Q9HCT0
O43318	O43734
P05067	P30679
P61927	P62424
Q7L590	Q99741
P43403	P98077
Q08945	Q9H9T3
Q3ZCQ8	Q9Y5V3
P63244	Q13617
P36894	Q12841
P18124	Q9UHD2
Q09472	Q99966
O60244	P05161
Q04206	Q969V6
Q13315	Q92841
O14791	P02647
Q13315	Q9H0B3
O95568	Q9NRH1
P22105	P53708
O15554	Q9NRX4
O43663	P33981
Q92831	Q9NRF9
Q13404	Q6UVK1
P46379	Q13535
P12004	P30307
P50570	Q9P0V3
P41743	P61224
P16144	P27986
P12110	P18827
P41252	Q9H8T0
O75970	Q9HB21
Q9BTM1	Q9UQL6
P09874	Q8IW19
P60660	Q9H1R3
O00487	P54727
Q16531	Q8NHY2
P15374	Q9Y328
P08107	Q9UBS4
P07333	Q13191
Q13315	Q8N5P1
O15162	Q9NTK1
P61952	Q00975
P07942	Q496J9
Q8IZL8	Q9UL18
O15360	P16333
P41182	Q6PCE3
P67809	P84103
P63096	P81274
O00203	Q12955
P62805	Q92466
Q15831	Q9UGI9
Q9H2G2	Q9Y2J2
P32121	Q8NGJ9
P49754	Q96KM6
P07202	Q14627
P36897	Q8NFH4
O95897	P62753
P51531	Q8NFD5
Q9GZM8	Q9NS73
P31749	Q9UBS0
O60292	P63104
P06241	Q86UR5
O94972	Q12933
O60499	O75379
P03915	P03923
Q99650	Q9ULV8
P18084	Q13797
Q00987	Q9H4B7
P41134	P55036
P48552	Q13133
Q9HB58	Q9NPF4
Q13177	Q5TCZ1
O15264	P48643
P20264	Q03135
P21506	Q9GZM8
O15264	Q15256
P61978	Q8NE01
Q8TAQ2	Q92925
Q13131	Q16543
O00574	Q9Y258
P48023	P56937
O00471	P11532
P35222	Q969G9
P25054	Q9UJU2
P04626	Q9GZP0
P78545	Q8IUC1
Q9H1Y0	Q9Y3B8
P42331	P61586
P04844	Q9BUV8
P19532	Q16658
Q01201	Q8NHW5
P01589	P05013
P62837	Q14139
P10275	Q8IZL8
Q8N392	Q9HBH0
P01112	P51812
P42336	P54710
O43677	O95169
Q13315	Q6IQ49
O60641	Q12933
P35222	Q15717
P01178	P30559
P00540	P10301
P16870	Q12789
P31751	Q99570
P52597	Q09161
O00329	P60763
Q6IAA8	Q9GZT6
Q15834	Q9BVJ6
P14324	Q8WXG1
P10321	P43632
Q92831	Q9ULM3
O43463	O75182
P17612	Q6IN85
Q8TEM1	Q9BW27
O95750	P11362
Q13465	Q92769
Q06187	Q6ZUJ8
O75533	P01106
P28070	Q14164
P03915	P56556
P38646	Q13315
P60673	P63261
Q9HC24	Q9Y262
P63208	Q9UKT4
Q9UBB6	Q9Y2Q3
O95831	Q00653
O43709	Q9Y478
Q96H86	Q99750
O00267	P16104
P49116	Q9Y4K3
A8MTJ3	Q9NYW7
404734	P62258
P04637	Q02363
P14210	P22607
Q00005	Q13085
P15104	Q00653
Q00341	Q96IP4
P15260	P23458
O94925	P62330
P17252	Q70SY1
P55072	Q13315
P78527	Q00613
P04406	P58876
O60674	Q8WXH5
P43307	Q92611
P49959	Q13535
P01111	Q01201
Q3T906	Q9UJJ9
P38405	Q8NGS8
Q13315	Q99081
P11142	P30793
O95989	P18621
P07477	Q00005
O15360	Q8TAQ2
O95402	Q9NVC6
P52597	Q12986
P40189	Q06124
O75038	Q9UQM7
Q16665	Q9ULV8
O96019	Q99459
Q14197	Q96CM3
P04637	P78543
P19012	Q14966
P00749	P55347
P67870	Q6UXH1
P08173	Q9P2W3
P35244	P54132
P08631	Q92835
P05412	P24385
P03372	Q15596
P40763	Q5TA89
P61077	Q96G75
O15145	Q99873
P06400	Q06587
P15153	P48736
O43439	O75081
P13747	Q96I34
O60684	Q9Y232
P07766	P48736
O95208	P04629
Q16890	Q96J77
Q9ULW2	Q9Y6F9
Q15459	Q9UBN6
O14610	Q92806
O95467	P23945
O60262	P08908
P08238	P62753
26765	Q92831
Q6FI13	Q93079
Q13131	Q96B36
Q15022	Q16254
O95168	P56556
P17947	Q9NNX6
P16671	P35442
P61604	Q13432
P09038	P35052
P12107	Q13797
P60709	Q07020
P48443	Q6UWE0
P19429	Q9HAU4
Q76FK4	Q9Y221
O14775	Q08828
P61586	Q02156
P56747	Q8N6F1
Q15370	Q99619
P31749	Q12778
P05106	Q16363
P14649	P36873
P04637	Q92630
P38936	P55084
P21860	P49798
O95715	P32248
P32239	Q96SB3
P04183	Q5TA45
Q9NSV4	Q9UQB8
P54253	Q93062
P62987	Q13485
P04156	Q96A00
Q15714	Q6P4A7
P16144	Q16363
P35568	P35968
P58876	Q96KK5
Q13619	Q9NX09
P11142	Q15428
P27707	Q13315
Q13315	Q9NVI1
P51531	Q96GM5
P19784	Q15287
P05067	P49768
P22557	Q08AD1
P13236	P25024
P53778	Q9UK08
P08729	P62993
P63215	Q99677
O14640	Q9NPI1
Q14164	Q8NC51
P05412	P49407
P58340	Q16478
P05771	Q8NFM4
P06753	Q08AD1
P27361	Q04828
P04406	Q15102
P53041	Q92731
P60709	Q13077
P09619	Q6S5L8
P23508	Q96C36
P40937	P51681
P52272	Q9Y5J5
P07437	Q96L34
O60739	Q9UET6
P0CG48	Q9Y6R4
P01567	P40238
P80723	Q9Y572
P29460	P42701
P19256	Q15011
P07196	P41219
P22307	Q12778
O75962	Q9NV70
P41235	Q92793
O75928	Q9Y2L1
P23467	Q15118
O14807	Q9NS23
P10275	P14859
Q99665	Q9NPH9
O75529	P02766
O95049	Q8N6F1
O43808	P40855
P01106	Q9UH65
Q92843	Q96LC9
Q15654	Q9Y239
P00747	P01024
P16471	P52333
P09884	P27694
P62136	Q92783
P42701	Q9HBE4
O14757	P06400
Q5JY77	Q9BTY7
P46937	Q15599
O14513	P62993
O95503	Q14781
P40337	Q9Y5M8
O94906	Q13535
Q14160	Q8IY92
Q15029	Q9Y2Q3
P06400	Q14188
O00459	P36897
P11831	P78347
O75821	Q16513
O43464	Q07812
P04216	P06239
P02766	Q7Z5J4
O94972	Q7L590
P25942	P52333
O60383	Q9Y6M9
P35914	Q9H324
O00329	Q9Y4H2
P18075	Q01094
P08151	Q15672
P78337	Q93062
Q9Y2A7	Q9Y6W5
Q8N357	Q9GZW8
O43914	Q07444
P13569	Q9Y5X1
P08631	P50570
P14635	Q99640
P35398	P62195
P35228	P42224
O75578	Q08043
P16220	Q9Y6M4
Q13191	Q9BXL7
P21673	Q9P2H0
O43670	P52272
P01106	Q92503
O14964	O75886
P36873	Q02641
O14641	Q93062
O75829	P02647
P09917	Q14019
P27986	P63211
Q07869	Q96F24
406951	P03372
Q13444	Q13882
O00459	P14778
Q16875	Q9Y478
O14862	O75626
P28482	P53816
406984	Q9UPY6
O75582	Q14194
P98171	Q9H4E5
P04406	P49913
P54750	P62158
P41279	Q99558
P61020	Q15276
P06400	Q9UQK1
O00459	P42338
P48634	Q9NTJ4
P10809	P12830
P56134	Q9Y4K3
P62877	P78395
Q15628	Q96CV9
Q96L33	Q9P286
P11473	P48552
P09874	Q10586
P01834	P01871
P35228	P37231
O60921	P15927
Q00325	Q9H9G7
P04049	P29597
P11142	Q01201
Q13444	Q8WV41
P60953	Q5HYK7
Q13526	Q9Y600
P00519	P78527
P14151	Q04759
P42702	Q8IZI9
P62879	Q9Y272
P31939	P40337
P46937	P62136
O76081	Q01105
P14174	P16220
P63010	Q00610
O15379	Q9NWT6
Q06124	Q2TAY7
O15105	Q9UN79
Q9BWD3	Q9UMX0
Q96CF2	Q9UN37
P12107	P18564
P46734	Q9Y463
O96000	P03897
Q08170	Q9HAU4
Q14289	Q14511
Q01844	Q8N6Q3
Q05397	Q17RW2
P61981	Q00536
O60739	P24666
O76061	P32121
P29459	P38484
P04183	P54252
P54257	Q96NT1
P46937	Q9HCS4
O96017	P52292
O43639	P21860
P01106	Q658P3
P00533	Q8WYP3
P35232	Q8TDR0
Q15796	Q96MY7
Q15287	Q15428
O95817	P00441
P28715	Q13501
O00308	O15530
P61964	Q14686
O00746	P01106
O75494	P35637
O95704	P00533
P08138	P27986
Q01955	Q9HCN6
P10398	Q3ZCQ8
P63000	Q16539
O43561	P02768
O15519	Q13490
P51679	P78556
P04637	P05121
O60739	P52907
O95786	Q7Z434
O14974	P35609
Q9BX69	Q9C000
O15455	Q92569
P05112	Q08334
P42336	P63211
P14678	P54105
Q71U36	Q9Y6K9
P01225	P16066
O60934	P78527
Q14653	Q92887
P41159	Q13261
O00555	O60262
Q6P1J9	Q92541
P50993	Q13237
P51398	P62633
Q07890	Q96HP0
P09619	P11487
P54762	Q14451
O75369	Q6VMQ6
Q15311	Q96CW1
P09874	Q9P2D1
Q96KQ7	Q9BT49
Q13404	Q9BZR9
O75955	Q03135
Q13315	Q14738
P21860	P42681
P56545	Q15583
P16220	Q15032
P24522	Q6STE5
P45984	Q12778
P51685	Q9NRJ3
P51531	Q12824
P20265	Q09472
P06241	P51805
P37275	Q14919
P12757	Q13219
O14775	P21554
Q00987	Q09472
Q99759	Q9Y6K9
406906	P98196
P07951	P19429
P12544	P25116
O95990	P19012
P32519	Q13315
Q13748	Q6WCQ1
P01106	Q15181
P11912	Q8WV28
P33778	Q96KK5
P38432	P52292
P63208	Q9Y2K7
O95084	Q8NB37
O14744	Q8N2W9
P15927	Q9NY27
P10826	P13631
O95251	P53350
P04818	Q12906
P16118	P54619
P62263	Q9UIJ7
P11831	P20226
P01106	P33993
Q15102	Q9Y3C7
P51817	Q02750
Q13315	Q13769
Q09472	Q12905
P04626	P40189
P84090	Q9Y3C7
P50552	Q15942
O15372	P20042
O15264	P07197
P12318	Q6PI73
P46019	P62140
P61956	Q8IZL8
O95819	P11142
Q8WWW0	Q9GZQ8
P56705	Q9ULV1
P16422	Q8NEV4
P16104	Q6NVY1
P63104	P84098
A8MT69	Q14469
P05387	P46776
O15084	Q14185
O00459	P11362
O75676	Q02930
P43657	P48736
Q99750	Q9NUU7
P61086	P63165
P48544	P51817
P42166	Q9NWA0
A4D0S4	Q13797
P42345	Q7L523
P14317	P63261
Q07889	Q9BZ29
P04183	Q9UM11
P68431	Q9UPS6
P36954	Q15560
P17301	P51817
Q96HB5	Q96L14
P60842	Q04637
P58401	Q9UPN3
Q6VMQ6	Q9UIS9
O15541	Q8IX12
P51617	Q06187
O76083	Q13049
Q13683	Q14315
Q02078	Q13164
P31947	Q9UJM3
P29317	Q8N5V2
P25024	Q9NRJ3
P35916	Q9GZP0
Q96AG4	Q9Y4K3
P04637	Q92851
P12314	Q8N6C8
Q96D21	Q9UI14
P32121	Q8NGV7
Q13261	Q8IU54
P05771	Q99759
P46778	Q9NX58
P08047	Q01094
O15239	P03905
Q13794	Q9HD36
P18846	P22301
P61513	P62888
P18074	P50613
P12956	Q96RY5
P51617	Q13501
Q96KG7	Q9P2E3
P49406	Q14197
Q8WWC4	Q92956
O60244	Q9BZF9
Q9Y2R2	Q9Y478
O95999	P58876
O15116	Q9BU61
Q15796	Q9NSE2
P26951	P27986
P42263	P49840
Q13573	Q5SW96
P49841	Q68CJ9
P06241	P29322
P60604	Q9Y4E8
P06400	P36873
O75581	Q9Y6F9
Q13200	Q9Y5K5
P16234	P42566
O95471	O95832
P11912	P29350
P00540	P36507
P54132	Q13315
O60925	Q6ZU52
P63000	Q96N67
P49674	P62877
P05771	Q01959
Q8N184	Q9NYL2
Q08380	Q9NYJ8
P01133	P08581
P25963	P51817
P27986	P40763
Q71U36	Q99595
O15162	P31269
P50502	Q99759
P08621	P12757
P31942	Q13151
P35250	P40938
P33241	Q9NNX6
P12235	P62993
P42701	Q5VWK5
P04406	P07738
Q15714	Q16795
O75494	P31946
P08514	P24821
P13804	Q9Y478
P51991	Q00839
P19532	Q8WUM4
P05187	P55854
O75689	P41743
Q96T60	Q9Y4W2
P10809	P42574
P51817	Q9Y698
P42704	Q9Y6K9
Q13416	Q9H211
P36578	P61513
Q8WXE1	Q9NVI1
P00734	P07359
Q6P1J9	Q6PD62
O15381	Q14194
P52735	Q13503
P04150	P15036
A6NIT4	Q9HC73
P13612	Q17RW2
P42330	Q9UKY1
O95402	Q13503
P18564	Q17RW2
P09661	P40337
O00574	P55773
O75478	O75529
P30153	P57087
O43395	Q8N5F7
P30679	Q01970
Q13151	Q14011
Q96EZ8	Q99624
P61981	Q96CV9
P52948	Q9H4D5
P67775	Q15173
P63000	Q92608
Q14790	Q9Y572
O00206	Q9BT09
O15264	P24534
P38405	Q8NG80
Q04637	Q9BZI7
P10275	P30304
O14920	Q15750
P13942	P56199
P48552	Q9UBC3
Q14164	Q9UHV9
P43405	Q15418
P20338	Q13526
Q8TBB1	Q8TC92
P09848	P12931
P63279	Q9UI36
P38405	Q9Y4A9
P18146	Q92527
P01100	Q09472
P38936	P46527
P08172	P63215
P58107	Q07889
P49238	Q9Y4X3
P10451	Q9UKX5
P61978	Q05519
Q9H160	Q9HCU9
P30153	Q13698
P06400	Q16254
P04183	Q9UMN6
P04156	Q12860
P30304	Q15131
P35626	Q8NGQ3
O95999	Q9H257
Q86V88	Q9UHN1
Q01780	Q9UK80
P11940	Q96BK5
P29350	Q96LC7
P06493	P29692
Q07889	Q13683
P0CG47	Q16621
Q08170	Q15428
P46527	Q05513
P10767	P22455
Q09161	Q9Y2Q3
P35222	Q13526
P27986	P42345
Q8N9I9	Q9UM47
Q8WWW0	Q9UMX0
Q15418	Q92934
Q99873	Q9Y6Q9
P26038	Q13464
P32745	Q07157
P08670	Q16512
P61088	Q8ND25
O14920	P21333
P28288	Q5EB52
O43674	O95167
Q14498	Q8TBK6
O75486	Q16531
